,ID,Number of cycles,Stress amplitude (MPa),Max. stress (MPa),Composition,Processing history,Phases,Grain size (um),Tensile YS (MPa),UTS (MPa),Uniform elongation (%),Elongation to failure (%),Tesing temperature (K),R,Frequency (Hz),Testing type,Standard followed,Sample geometry,Sample dimension (mm),Fatigue limit in stress amplitude (MPa),Fatigue limit in max stress (MPa),Corresponding fatigue cycles,Fatigue ratio,Publication date,Reference,Normalized_Stress,log_cycles,Stress_Ratio,Goodman_Adjusted_Stress,Fatigue_Ratio
13,1,30289.79128,494.168645,1098.1525444444444,Al0.5CoCrCuFeNi,Arc-melted + cast + homogenized (1273 K & 6 h) + water quenched + cold-rolled,2 FCC,,1284.0,1344.0,,7.6,RT,0.1,10,Bending,,Retangular bar,25×3×3,383,851,10000000.0,0.285,2015-10-15 00:00:00,"Hemphill, M.A., Yuan, T., Wang, G.Y., Yeh, J.W., Tsai, C.W., Chuang, A. and Liaw, P.K., 2012. Fatigue behavior of Al0. 5CoCrCuFeNi high entropy alloys. Acta Materialia, 60(16), pp.5723-5734.
Tang, Z., Yuan, T., Tsai, C.W., Yeh, J.W., Lundin, C.D. and Liaw, P.K., 2015. Fatigue behavior of a wrought Al0. 5CoCrCuFeNi two-phase high-entropy alloy. Acta Materialia, 99, pp.247-258.",0.3676850037202381,4.481296280719565,0.1,2701.5234197936015,0.285
14,1,391778.03809,492.05713,1093.4602888888887,Al0.5CoCrCuFeNi,Arc-melted + cast + homogenized (1273 K & 6 h) + water quenched + cold-rolled,2 FCC,,1284.0,1344.0,,7.6,RT,0.1,10,Bending,,Retangular bar,25×3×3,383,851,10000000.0,0.285,2015-10-15 00:00:00,"Hemphill, M.A., Yuan, T., Wang, G.Y., Yeh, J.W., Tsai, C.W., Chuang, A. and Liaw, P.K., 2012. Fatigue behavior of Al0. 5CoCrCuFeNi high entropy alloys. Acta Materialia, 60(16), pp.5723-5734.
Tang, Z., Yuan, T., Tsai, C.W., Yeh, J.W., Lundin, C.D. and Liaw, P.K., 2015. Fatigue behavior of a wrought Al0. 5CoCrCuFeNi two-phase high-entropy alloy. Acta Materialia, 99, pp.247-258.",0.36611393601190473,5.593040087085838,0.1,2639.600643694805,0.285
15,1,10000000.0,470.941955,1046.5376777777778,Al0.5CoCrCuFeNi,Arc-melted + cast + homogenized (1273 K & 6 h) + water quenched + cold-rolled,2 FCC,,1284.0,1344.0,,7.6,RT,0.1,10,Bending,,Retangular bar,25×3×3,383,851,10000000.0,0.285,2015-10-15 00:00:00,"Hemphill, M.A., Yuan, T., Wang, G.Y., Yeh, J.W., Tsai, C.W., Chuang, A. and Liaw, P.K., 2012. Fatigue behavior of Al0. 5CoCrCuFeNi high entropy alloys. Acta Materialia, 60(16), pp.5723-5734.
Tang, Z., Yuan, T., Tsai, C.W., Yeh, J.W., Lundin, C.D. and Liaw, P.K., 2015. Fatigue behavior of a wrought Al0. 5CoCrCuFeNi two-phase high-entropy alloy. Acta Materialia, 99, pp.247-258.",0.35040324032738096,7.0,0.1,2127.819021889944,0.285
16,1,71561.07023,448.771025,997.2689444444444,Al0.5CoCrCuFeNi,Arc-melted + cast + homogenized (1273 K & 6 h) + water quenched + cold-rolled,2 FCC,,1284.0,1344.0,,7.6,RT,0.1,10,Bending,,Retangular bar,25×3×3,383,851,10000000.0,0.285,2015-10-15 00:00:00,"Hemphill, M.A., Yuan, T., Wang, G.Y., Yeh, J.W., Tsai, C.W., Chuang, A. and Liaw, P.K., 2012. Fatigue behavior of Al0. 5CoCrCuFeNi high entropy alloys. Acta Materialia, 60(16), pp.5723-5734.
Tang, Z., Yuan, T., Tsai, C.W., Yeh, J.W., Lundin, C.D. and Liaw, P.K., 2015. Fatigue behavior of a wrought Al0. 5CoCrCuFeNi two-phase high-entropy alloy. Acta Materialia, 99, pp.247-258.",0.3339070126488095,4.854676827025404,0.1,1739.5276481179212,0.285
17,1,564875.72887,448.771025,997.2689444444444,Al0.5CoCrCuFeNi,Arc-melted + cast + homogenized (1273 K & 6 h) + water quenched + cold-rolled,2 FCC,,1284.0,1344.0,,7.6,RT,0.1,10,Bending,,Retangular bar,25×3×3,383,851,10000000.0,0.285,2015-10-15 00:00:00,"Hemphill, M.A., Yuan, T., Wang, G.Y., Yeh, J.W., Tsai, C.W., Chuang, A. and Liaw, P.K., 2012. Fatigue behavior of Al0. 5CoCrCuFeNi high entropy alloys. Acta Materialia, 60(16), pp.5723-5734.
Tang, Z., Yuan, T., Tsai, C.W., Yeh, J.W., Lundin, C.D. and Liaw, P.K., 2015. Fatigue behavior of a wrought Al0. 5CoCrCuFeNi two-phase high-entropy alloy. Acta Materialia, 99, pp.247-258.",0.3339070126488095,5.751952914718129,0.1,1739.5276481179212,0.285
18,1,94650.38887,403.54936,896.7763555555555,Al0.5CoCrCuFeNi,Arc-melted + cast + homogenized (1273 K & 6 h) + water quenched + cold-rolled,2 FCC,,1284.0,1344.0,,7.6,RT,0.1,10,Bending,,Retangular bar,25×3×3,383,851,10000000.0,0.285,2015-10-15 00:00:00,"Hemphill, M.A., Yuan, T., Wang, G.Y., Yeh, J.W., Tsai, C.W., Chuang, A. and Liaw, P.K., 2012. Fatigue behavior of Al0. 5CoCrCuFeNi high entropy alloys. Acta Materialia, 60(16), pp.5723-5734.
Tang, Z., Yuan, T., Tsai, C.W., Yeh, J.W., Lundin, C.D. and Liaw, P.K., 2015. Fatigue behavior of a wrought Al0. 5CoCrCuFeNi two-phase high-entropy alloy. Acta Materialia, 99, pp.247-258.",0.3002599404761905,4.976122402597208,0.1,1212.7496982270463,0.285
19,1,4458910.0,403.54936,896.7763555555555,Al0.5CoCrCuFeNi,Arc-melted + cast + homogenized (1273 K & 6 h) + water quenched + cold-rolled,2 FCC,,1284.0,1344.0,,7.6,RT,0.1,10,Bending,,Retangular bar,25×3×3,383,851,10000000.0,0.285,2015-10-15 00:00:00,"Hemphill, M.A., Yuan, T., Wang, G.Y., Yeh, J.W., Tsai, C.W., Chuang, A. and Liaw, P.K., 2012. Fatigue behavior of Al0. 5CoCrCuFeNi high entropy alloys. Acta Materialia, 60(16), pp.5723-5734.
Tang, Z., Yuan, T., Tsai, C.W., Yeh, J.W., Lundin, C.D. and Liaw, P.K., 2015. Fatigue behavior of a wrought Al0. 5CoCrCuFeNi two-phase high-entropy alloy. Acta Materialia, 99, pp.247-258.",0.3002599404761905,6.649228706505733,0.1,1212.7496982270463,0.285
20,1,10000000.0,359.207495,798.2388777777777,Al0.5CoCrCuFeNi,Arc-melted + cast + homogenized (1273 K & 6 h) + water quenched + cold-rolled,2 FCC,,1284.0,1344.0,,7.6,RT,0.1,10,Bending,,Retangular bar,25×3×3,383,851,10000000.0,0.285,2015-10-15 00:00:00,"Hemphill, M.A., Yuan, T., Wang, G.Y., Yeh, J.W., Tsai, C.W., Chuang, A. and Liaw, P.K., 2012. Fatigue behavior of Al0. 5CoCrCuFeNi high entropy alloys. Acta Materialia, 60(16), pp.5723-5734.
Tang, Z., Yuan, T., Tsai, C.W., Yeh, J.W., Lundin, C.D. and Liaw, P.K., 2015. Fatigue behavior of a wrought Al0. 5CoCrCuFeNi two-phase high-entropy alloy. Acta Materialia, 99, pp.247-258.",0.2672674813988095,7.0,0.1,884.5900772745485,0.285
21,1,101353.28034,358.327695,796.2837666666667,Al0.5CoCrCuFeNi,Arc-melted + cast + homogenized (1273 K & 6 h) + water quenched + cold-rolled,2 FCC,,1284.0,1344.0,,7.6,RT,0.1,10,Bending,,Retangular bar,25×3×3,383,851,10000000.0,0.285,2015-10-15 00:00:00,"Hemphill, M.A., Yuan, T., Wang, G.Y., Yeh, J.W., Tsai, C.W., Chuang, A. and Liaw, P.K., 2012. Fatigue behavior of Al0. 5CoCrCuFeNi high entropy alloys. Acta Materialia, 60(16), pp.5723-5734.
Tang, Z., Yuan, T., Tsai, C.W., Yeh, J.W., Lundin, C.D. and Liaw, P.K., 2015. Fatigue behavior of a wrought Al0. 5CoCrCuFeNi two-phase high-entropy alloy. Acta Materialia, 99, pp.247-258.",0.26661286830357145,5.005837809373439,0.1,879.2735960172076,0.285
22,1,136469.38369,313.98583,697.7462888888889,Al0.5CoCrCuFeNi,Arc-melted + cast + homogenized (1273 K & 6 h) + water quenched + cold-rolled,2 FCC,,1284.0,1344.0,,7.6,RT,0.1,10,Bending,,Retangular bar,25×3×3,383,851,10000000.0,0.285,2015-10-15 00:00:00,"Hemphill, M.A., Yuan, T., Wang, G.Y., Yeh, J.W., Tsai, C.W., Chuang, A. and Liaw, P.K., 2012. Fatigue behavior of Al0. 5CoCrCuFeNi high entropy alloys. Acta Materialia, 60(16), pp.5723-5734.
Tang, Z., Yuan, T., Tsai, C.W., Yeh, J.W., Lundin, C.D. and Liaw, P.K., 2015. Fatigue behavior of a wrought Al0. 5CoCrCuFeNi two-phase high-entropy alloy. Acta Materialia, 99, pp.247-258.",0.23362040922619048,5.1350352302347755,0.1,652.9896049563198,0.285
23,1,10000000.0,267.70841,594.9075777777778,Al0.5CoCrCuFeNi,Arc-melted + cast + homogenized (1273 K & 6 h) + water quenched + cold-rolled,2 FCC,,1284.0,1344.0,,7.6,RT,0.1,10,Bending,,Retangular bar,25×3×3,383,851,10000000.0,0.285,2015-10-15 00:00:00,"Hemphill, M.A., Yuan, T., Wang, G.Y., Yeh, J.W., Tsai, C.W., Chuang, A. and Liaw, P.K., 2012. Fatigue behavior of Al0. 5CoCrCuFeNi high entropy alloys. Acta Materialia, 60(16), pp.5723-5734.
Tang, Z., Yuan, T., Tsai, C.W., Yeh, J.W., Lundin, C.D. and Liaw, P.K., 2015. Fatigue behavior of a wrought Al0. 5CoCrCuFeNi two-phase high-entropy alloy. Acta Materialia, 99, pp.247-258.",0.19918780505952383,7.0,0.1,480.3147013190095,0.285
24,1,67262.18274,540.24348,1200.5410666666667,Al0.5CoCrCuFeNi,Arc-melted + cast + homogenized (1273 K & 6 h) + water quenched + cold-rolled,2 FCC,,1284.0,1344.0,,7.6,RT,0.1,10,Bending,,Retangular bar,25×3×3,383,851,10000000.0,0.285,2015-10-15 00:00:00,"Hemphill, M.A., Yuan, T., Wang, G.Y., Yeh, J.W., Tsai, C.W., Chuang, A. and Liaw, P.K., 2012. Fatigue behavior of Al0. 5CoCrCuFeNi high entropy alloys. Acta Materialia, 60(16), pp.5723-5734.
Tang, Z., Yuan, T., Tsai, C.W., Yeh, J.W., Lundin, C.D. and Liaw, P.K., 2015. Fatigue behavior of a wrought Al0. 5CoCrCuFeNi two-phase high-entropy alloy. Acta Materialia, 99, pp.247-258.",0.401966875,4.827770956593784,0.1,5061.289807814922,0.285
25,1,33117.79981,539.73738,1199.4164,Al0.5CoCrCuFeNi,Arc-melted + cast + homogenized (1273 K & 6 h) + water quenched + cold-rolled,2 FCC,,1284.0,1344.0,,7.6,RT,0.1,10,Bending,,Retangular bar,25×3×3,383,851,10000000.0,0.285,2015-10-15 00:00:00,"Hemphill, M.A., Yuan, T., Wang, G.Y., Yeh, J.W., Tsai, C.W., Chuang, A. and Liaw, P.K., 2012. Fatigue behavior of Al0. 5CoCrCuFeNi high entropy alloys. Acta Materialia, 60(16), pp.5723-5734.
Tang, Z., Yuan, T., Tsai, C.W., Yeh, J.W., Lundin, C.D. and Liaw, P.K., 2015. Fatigue behavior of a wrought Al0. 5CoCrCuFeNi two-phase high-entropy alloy. Acta Materialia, 99, pp.247-258.",0.40159031250000005,4.520061476599682,0.1,5017.215221643399,0.285
26,1,27053.62322,494.86327,1099.6961555555556,Al0.5CoCrCuFeNi,Arc-melted + cast + homogenized (1273 K & 6 h) + water quenched + cold-rolled,2 FCC,,1284.0,1344.0,,7.6,RT,0.1,10,Bending,,Retangular bar,25×3×3,383,851,10000000.0,0.285,2015-10-15 00:00:00,"Hemphill, M.A., Yuan, T., Wang, G.Y., Yeh, J.W., Tsai, C.W., Chuang, A. and Liaw, P.K., 2012. Fatigue behavior of Al0. 5CoCrCuFeNi high entropy alloys. Acta Materialia, 60(16), pp.5723-5734.
Tang, Z., Yuan, T., Tsai, C.W., Yeh, J.W., Lundin, C.D. and Liaw, P.K., 2015. Fatigue behavior of a wrought Al0. 5CoCrCuFeNi two-phase high-entropy alloy. Acta Materialia, 99, pp.247-258.",0.36820183779761906,4.4322254372458305,0.1,2722.414116701489,0.285
27,1,1234460.0,494.86327,1099.6961555555556,Al0.5CoCrCuFeNi,Arc-melted + cast + homogenized (1273 K & 6 h) + water quenched + cold-rolled,2 FCC,,1284.0,1344.0,,7.6,RT,0.1,10,Bending,,Retangular bar,25×3×3,383,851,10000000.0,0.285,2015-10-15 00:00:00,"Hemphill, M.A., Yuan, T., Wang, G.Y., Yeh, J.W., Tsai, C.W., Chuang, A. and Liaw, P.K., 2012. Fatigue behavior of Al0. 5CoCrCuFeNi high entropy alloys. Acta Materialia, 60(16), pp.5723-5734.
Tang, Z., Yuan, T., Tsai, C.W., Yeh, J.W., Lundin, C.D. and Liaw, P.K., 2015. Fatigue behavior of a wrought Al0. 5CoCrCuFeNi two-phase high-entropy alloy. Acta Materialia, 99, pp.247-258.",0.36820183779761906,6.0914770221248,0.1,2722.414116701489,0.285
28,1,159765.32659,450.0735,1000.1633333333334,Al0.5CoCrCuFeNi,Arc-melted + cast + homogenized (1273 K & 6 h) + water quenched + cold-rolled,2 FCC,,1284.0,1344.0,,7.6,RT,0.1,10,Bending,,Retangular bar,25×3×3,383,851,10000000.0,0.285,2015-10-15 00:00:00,"Hemphill, M.A., Yuan, T., Wang, G.Y., Yeh, J.W., Tsai, C.W., Chuang, A. and Liaw, P.K., 2012. Fatigue behavior of Al0. 5CoCrCuFeNi high entropy alloys. Acta Materialia, 60(16), pp.5723-5734.
Tang, Z., Yuan, T., Tsai, C.W., Yeh, J.W., Lundin, C.D. and Liaw, P.K., 2015. Fatigue behavior of a wrought Al0. 5CoCrCuFeNi two-phase high-entropy alloy. Acta Materialia, 99, pp.247-258.",0.3348761160714286,5.203482531520138,0.1,1759.262006185108,0.285
29,1,277453.31394,449.56741,999.0386888888888,Al0.5CoCrCuFeNi,Arc-melted + cast + homogenized (1273 K & 6 h) + water quenched + cold-rolled,2 FCC,,1284.0,1344.0,,7.6,RT,0.1,10,Bending,,Retangular bar,25×3×3,383,851,10000000.0,0.285,2015-10-15 00:00:00,"Hemphill, M.A., Yuan, T., Wang, G.Y., Yeh, J.W., Tsai, C.W., Chuang, A. and Liaw, P.K., 2012. Fatigue behavior of Al0. 5CoCrCuFeNi high entropy alloys. Acta Materialia, 60(16), pp.5723-5734.
Tang, Z., Yuan, T., Tsai, C.W., Yeh, J.W., Lundin, C.D. and Liaw, P.K., 2015. Fatigue behavior of a wrought Al0. 5CoCrCuFeNi two-phase high-entropy alloy. Acta Materialia, 99, pp.247-258.",0.33449956101190476,5.443189916453339,0.1,1751.55468041859,0.285
30,1,186846.35349,411.94738,915.4386222222222,Al0.5CoCrCuFeNi,Arc-melted + cast + homogenized (1273 K & 6 h) + water quenched + cold-rolled,2 FCC,,1284.0,1344.0,,7.6,RT,0.1,10,Bending,,Retangular bar,25×3×3,383,851,10000000.0,0.285,2015-10-15 00:00:00,"Hemphill, M.A., Yuan, T., Wang, G.Y., Yeh, J.W., Tsai, C.W., Chuang, A. and Liaw, P.K., 2012. Fatigue behavior of Al0. 5CoCrCuFeNi high entropy alloys. Acta Materialia, 60(16), pp.5723-5734.
Tang, Z., Yuan, T., Tsai, C.W., Yeh, J.W., Lundin, C.D. and Liaw, P.K., 2015. Fatigue behavior of a wrought Al0. 5CoCrCuFeNi two-phase high-entropy alloy. Acta Materialia, 99, pp.247-258.",0.3065084672619048,5.27148462653875,0.1,1291.8972810636435,0.285
